time-1,force,time-2,displacement-m,displacement-mm,strain
4.18E-003,1.44E+003,4.18E-003,-5.02E-003,5.0176,0.12544
4.19E-003,1.43E+003,4.19E-003,-5.03E-003,5.0299,0.1257475
4.20E-003,1.44E+003,4.20E-003,-5.04E-003,5.044,0.1261
4.21E-003,1.45E+003,4.21E-003,-5.06E-003,5.0565,0.1264125
4.22E-003,1.41E+003,4.22E-003,-5.07E-003,5.0694,0.126735
4.23E-003,1.45E+003,4.23E-003,-5.08E-003,5.0817,0.1270425
4.24E-003,1.42E+003,4.24E-003,-5.09E-003,5.0938,0.127345
4.25E-003,1.44E+003,4.25E-003,-5.11E-003,5.1069,0.1276725
4.26E-003,1.45E+003,4.26E-003,-5.12E-003,5.1199,0.1279975
4.27E-003,1.41E+003,4.27E-003,-5.13E-003,5.1325,0.1283125
4.28E-003,1.42E+003,4.28E-003,-5.15E-003,5.1453,0.1286325
4.29E-003,1.45E+003,4.29E-003,-5.16E-003,5.1581,0.1289525
4.30E-003,1.43E+003,4.30E-003,-5.17E-003,5.1693,0.1292325
4.31E-003,1.46E+003,4.31E-003,-5.18E-003,5.1811,0.1295275
4.32E-003,1.45E+003,4.32E-003,-5.19E-003,5.1937,0.1298425
4.33E-003,1.46E+003,4.33E-003,-5.21E-003,5.2061,0.1301525
4.34E-003,1.46E+003,4.34E-003,-5.22E-003,5.2187,0.1304675
4.35E-003,1.45E+003,4.35E-003,-5.23E-003,5.231,0.130775
4.36E-003,1.47E+003,4.36E-003,-5.24E-003,5.2436,0.13109
4.37E-003,1.46E+003,4.37E-003,-5.26E-003,5.2562,0.131405
4.38E-003,1.48E+003,4.38E-003,-5.27E-003,5.2688,0.13172
4.39E-003,1.49E+003,4.39E-003,-5.28E-003,5.2816,0.13204
4.40E-003,1.50E+003,4.40E-003,-5.29E-003,5.2942,0.132355
4.41E-003,1.50E+003,4.41E-003,-5.31E-003,5.3067,0.1326675
4.42E-003,1.50E+003,4.42E-003,-5.32E-003,5.3193,0.1329825
4.43E-003,1.50E+003,4.43E-003,-5.33E-003,5.3321,0.1333025
4.44E-003,1.49E+003,4.44E-003,-5.34E-003,5.3446,0.133615
4.45E-003,1.45E+003,4.45E-003,-5.36E-003,5.3571,0.1339275
4.46E-003,1.50E+003,4.46E-003,-5.37E-003,5.3698,0.134245
4.47E-003,1.48E+003,4.47E-003,-5.38E-003,5.3825,0.1345625
4.48E-003,1.50E+003,4.48E-003,-5.40E-003,5.395,0.134875
4.49E-003,1.50E+003,4.49E-003,-5.41E-003,5.4078,0.135195
4.50E-003,1.49E+003,4.50E-003,-5.42E-003,5.4204,0.13551
4.51E-003,1.50E+003,4.51E-003,-5.43E-003,5.4328,0.13582
4.52E-003,1.49E+003,4.52E-003,-5.45E-003,5.4456,0.13614
4.53E-003,1.50E+003,4.53E-003,-5.46E-003,5.4581,0.1364525
4.54E-003,1.50E+003,4.54E-003,-5.47E-003,5.4709,0.1367725
4.55E-003,1.51E+003,4.55E-003,-5.48E-003,5.4832,0.13708
4.56E-003,1.48E+003,4.56E-003,-5.50E-003,5.4958,0.137395
4.57E-003,1.48E+003,4.57E-003,-5.51E-003,5.5083,0.1377075
4.58E-003,1.49E+003,4.58E-003,-5.52E-003,5.521,0.138025
4.59E-003,1.50E+003,4.59E-003,-5.53E-003,5.5336,0.13834
4.60E-003,1.48E+003,4.60E-003,-5.55E-003,5.5463,0.1386575
4.61E-003,1.49E+003,4.61E-003,-5.56E-003,5.5588,0.13897
4.62E-003,1.48E+003,4.62E-003,-5.57E-003,5.5715,0.1392875
4.63E-003,1.48E+003,4.63E-003,-5.58E-003,5.5841,0.1396025
4.64E-003,1.48E+003,4.64E-003,-5.60E-003,5.5967,0.1399175
4.65E-003,1.48E+003,4.65E-003,-5.61E-003,5.6092,0.14023
4.66E-003,1.48E+003,4.66E-003,-5.62E-003,5.6218,0.140545
4.67E-003,1.46E+003,4.67E-003,-5.63E-003,5.6343,0.1408575
4.68E-003,1.48E+003,4.68E-003,-5.65E-003,5.6468,0.14117
4.69E-003,1.45E+003,4.69E-003,-5.66E-003,5.6592,0.14148
4.70E-003,1.44E+003,4.70E-003,-5.67E-003,5.6718,0.141795
4.71E-003,1.43E+003,4.71E-003,-5.68E-003,5.6846,0.142115
4.72E-003,1.47E+003,4.72E-003,-5.70E-003,5.6972,0.14243
4.73E-003,1.45E+003,4.73E-003,-5.71E-003,5.7096,0.14274
4.74E-003,1.47E+003,4.74E-003,-5.72E-003,5.7223,0.1430575
4.75E-003,1.44E+003,4.75E-003,-5.74E-003,5.735,0.143375
4.76E-003,1.47E+003,4.76E-003,-5.75E-003,5.7474,0.143685
4.77E-003,1.45E+003,4.77E-003,-5.76E-003,5.7599,0.1439975
4.78E-003,1.47E+003,4.78E-003,-5.77E-003,5.7725,0.1443125
4.79E-003,1.46E+003,4.79E-003,-5.79E-003,5.785,0.144625
4.80E-003,1.46E+003,4.80E-003,-5.80E-003,5.7976,0.14494
4.81E-003,1.46E+003,4.81E-003,-5.81E-003,5.8102,0.145255
4.82E-003,1.46E+003,4.82E-003,-5.82E-003,5.8226,0.145565
4.83E-003,1.46E+003,4.83E-003,-5.84E-003,5.8352,0.14588
4.84E-003,1.45E+003,4.84E-003,-5.85E-003,5.8477,0.1461925
4.85E-003,1.45E+003,4.85E-003,-5.86E-003,5.8602,0.146505
4.86E-003,1.45E+003,4.86E-003,-5.87E-003,5.8727,0.1468175
4.87E-003,1.44E+003,4.87E-003,-5.89E-003,5.8852,0.14713
4.88E-003,1.45E+003,4.88E-003,-5.90E-003,5.8977,0.1474425
4.89E-003,1.45E+003,4.89E-003,-5.91E-003,5.9102,0.147755
4.90E-003,1.45E+003,4.90E-003,-5.92E-003,5.9227,0.1480675
4.91E-003,1.45E+003,4.91E-003,-5.94E-003,5.9351,0.1483775
4.92E-003,1.44E+003,4.92E-003,-5.95E-003,5.9476,0.14869
4.93E-003,1.47E+003,4.93E-003,-5.96E-003,5.9601,0.1490025
4.94E-003,1.45E+003,4.94E-003,-5.97E-003,5.9725,0.1493125
4.95E-003,1.46E+003,4.95E-003,-5.99E-003,5.985,0.149625
4.96E-003,1.46E+003,4.96E-003,-6.00E-003,5.9974,0.149935
4.97E-003,1.46E+003,4.97E-003,-6.01E-003,6.0098,0.150245
4.98E-003,1.46E+003,4.98E-003,-6.02E-003,6.0223,0.1505575
4.99E-003,1.46E+003,4.99E-003,-6.03E-003,6.0348,0.15087
5.00E-003,1.46E+003,5.00E-003,-6.05E-003,6.0472,0.15118
